slope_angle,pore_pressure,factor_of_safety,rainfall,temperature,humidity,soil_wetness,instability_score,risk_label,scenario_id
24.4306794322898,0.5299164823503383,0.8630675237937913,78.56516180802319,26.624622586899882,69.98312481469239,0.5708920959462287,0,1,scenario_0
36.0290739437736,0.7422827588784092,1.9008125262918574,44.861063095454256,33.876512787124724,49.93146198693628,0.438127788291223,0,0,scenario_1
26.238378438794136,0.7352201514162368,1.6648952791876126,34.757152423898205,31.265401446028445,35.723956638792636,0.6311007248147446,0,0,scenario_2
39.28083466435541,0.6891553884997783,0.8897053715962397,68.88853020500906,27.31232066673063,38.05649105413653,0.5742721297185793,1,1,scenario_3
27.31148769106889,0.677802054714453,1.4412581948275551,71.61506742231936,29.04754531512175,49.28974207487292,0.24157792636717446,0,0,scenario_4
20.961470446025174,0.7041098045388953,0.6963104910775247,57.83869170064091,17.78043737658484,60.95171416273969,0.6297111169479976,2,1,scenario_5
30.889517350680194,0.4011706935024397,0.830729313605263,51.72690564416094,21.481629929330346,89.59530092537784,0.4838934140954939,2,1,scenario_6
33.35558684167138,0.8404548103254211,1.9170980334371155,45.98004237693202,11.050616879285132,51.52293152502081,0.7591843906606214,3,1,scenario_7
24.4306794322898,0.812421824591916,0.6963104910775247,49.696348290583025,10.253279600693585,60.03745608422507,0.7591843906606214,0,1,scenario_8
41.8827389977048,0.3239832749282273,0.7782882735546817,62.3859324676573,16.86828813798799,31.053141801997736,0.1468815284176901,0,1,scenario_9
23.57136258845582,0.8974994014767579,0.8563161963114911,50.83605469162799,13.513824189459019,56.8604055246251,0.3196787657570909,2,1,scenario_10
36.36537664042608,0.5804134883469227,1.8331221198034657,46.52056122837182,25.5165119956146,84.36666012794981,0.4074474208748021,0,0,scenario_11
25.679180359537845,0.22419219674457003,1.755519992545508,0.756287497814212,24.83053925268461,41.95291649364319,0.2536877462608614,0,0,scenario_12
16.68909827045512,0.5416377446815842,1.8422249840907914,42.37382536487628,14.055835144561984,74.45424336912428,0.14480444262603465,4,1,scenario_13
34.12672414065639,0.8688562539755641,1.7662556734537957,35.538456868573945,15.122031853767814,68.43691101293325,0.7342609423368824,1,0,scenario_14
17.83328882267785,0.7422827588784092,1.1062104824765495,9.839564971339732,21.598312167208405,50.92923203816876,0.2607187125277781,1,0,scenario_15
18.236742809799132,0.5689838656134378,1.8073052092285644,41.10284698067047,18.28367517757627,80.82364961903397,0.4963264838575496,1,0,scenario_16
32.26422533627637,0.18328686558765908,0.695129360195948,73.28015447662506,31.855563117129396,83.64565815199504,0.4913414994626215,1,1,scenario_17
22.186856720009175,0.2373434286786428,0.665711169697092,64.25651995351916,25.85260078440828,78.00020890582088,0.6297111169479976,0,1,scenario_18
27.52233009446337,0.27757772954635956,0.911322803523005,99.48663171697672,29.947853990397352,47.717429642876596,0.6126807343408655,0,1,scenario_19
23.359393927098346,0.6904268931410964,1.0942590374138832,35.32514085020642,23.635796735172637,70.95703327340414,0.4264168292981191,2,0,scenario_20
38.85558584306111,0.2215221548098355,0.7308438595097826,15.004866469398426,19.59597207612449,41.16815386520088,0.5254268781669569,2,1,scenario_21
